Provincia,Canton,Distrito,Población de 15 años y más,Tasa neta de participación,Tasa de ocupación,Tasa de desempleo abierto,Porcentaje de población económicamente inactiva,Relación de dependencia económica,Pctg Ocup Sector Prim,Pctg Ocup Sector Sec,Pctg Ocup Sector Ter
Cartago,El Guarco,Patio de Agua     ,314,55.4,50.6,8.6,44.6,1.4,75.5,10.1,14.5
Heredia,Heredia,Heredia           , 16 071,53.5,51.9,3,46.5,1.2,0.9,15.5,83.7
Heredia,Heredia,Mercedes          , 20 531,60,58.3,2.9,40,1.1,1,16.9,82
Heredia,Heredia,San Francisco     , 37 385,59,57,3.4,41,1.2,0.8,26.4,72.8
Heredia,Heredia,Ulloa            , 22 374,61.6,59.6,3.2,38.4,1.1,1,27.8,71.2
Heredia,Heredia,Varablanca,527,61.7,61.1,0.9,38.3,1.2,53.4,13.4,33.2
Heredia,Barva            ,Barva            , 4 063,56.2,55.4,1.4,43.8,1.2,0.6,16.7,82.7
Heredia,Barva            ,San Pedro         , 7 590,54.9,53.4,2.8,45.1,1.4,3.6,22.9,73.5
Heredia,Barva            ,San Pablo         , 6 409,57.1,55.6,2.6,42.9,1.3,4.2,21.6,74.3
Heredia,Barva            ,San Roque         , 3 599,61.2,60,1.9,38.8,1.1,1,17.1,81.9
Heredia,Barva            ,Santa Lucía       , 5 859,59.7,58.4,2.3,40.3,1.1,0.8,18.8,80.3
Heredia,Barva            ,San José de la Montaña, 4 055,60,58.4,2.7,40,1.2,13.5,16.5,70
Heredia,Santo Domingo,Santo Domingo     , 4 030,54,52.3,3.1,46,1.2,2,12.4,85.6
Heredia,Santo Domingo,San Vicente       , 5 216,54.8,53.5,2.5,45.2,1.2,1.7,14.2,84.1
Heredia,Santo Domingo,San Miguel        , 5 100,58,56.5,2.5,42,1.2,2.9,16.6,80.5
Heredia,Santo Domingo,Paracito          , 1 719,59,57.5,2.7,41,1.2,3.7,20.1,76.1
Heredia,Santo Domingo,Santo Tomás       , 5 013,57.6,56.1,2.7,42.4,1.2,2.1,16.2,81.6
Heredia,Santo Domingo,Santa Rosa        , 5 693,58.7,56.5,3.7,41.3,1.2,1.2,26.7,72.1
Heredia,Santo Domingo,Tures            , 2 657,57.1,55.2,3.3,42.9,1.3,5,20.4,74.6
Heredia,Santo Domingo,Pará            , 2 674,58.9,57.4,2.5,41.1,1.1,4.6,24,71.4
Heredia,Santa Bárbara,Santa Bárbara     , 4 681,56.7,55.3,2.4,43.3,1.2,2.3,22.2,75.5
Heredia,Santa Bárbara,San Pedro         , 4 174,56.4,53.9,4.5,43.6,1.4,6.8,23.3,69.9
Heredia,Santa Bárbara,San Juan          , 5 946,58,56.4,2.8,42,1.2,2.2,26.1,71.7
Heredia,Santa Bárbara,Jesús            , 7 209,56.2,54.8,2.3,43.8,1.4,7.4,25.2,67.4
Heredia,Santa Bárbara,Santo Domingo, 2 162,55.4,54.4,1.8,44.6,1.4,13.4,23.9,62.8
Heredia,Santa Bárbara,Purabá            , 3 523,54.6,53.3,2.4,45.4,1.4,8.6,25.2,66.2
Heredia,San Rafael,San Rafael        , 7 649,56.8,55.2,2.9,43.2,1.2,1.6,20.5,77.8
Heredia,San Rafael,San Josecito      , 8 996,58.1,56,3.6,41.9,1.2,0.7,24.5,74.7
Heredia,San Rafael,Santiago          , 6 471,60.3,58.3,3.3,39.7,1.2,0.8,21.8,77.5
Heredia,San Rafael,Ángeles           , 7 858,57.3,55.9,2.5,42.7,1.3,4.7,20.1,75.2
Heredia,San Rafael,Concepción        , 4 555,56.9,55.3,2.8,43.1,1.3,7,19.4,73.7
Heredia,San Isidro        ,San Isidro        , 4 880,60.1,58.8,2.3,39.9,1.1,2.2,19.1,78.7
Heredia,San Isidro        ,San José          , 5 750,59.5,58.2,2.1,40.5,1.2,5.9,15.5,78.7
Heredia,San Isidro        ,Concepción        , 2 074,59,57.9,1.9,41,1.2,7.4,16.7,75.9
Heredia,San Isidro        ,San Francisco     , 3 468,55,53.7,2.5,45,1.3,4.8,22.1,73.1
Heredia,Belén,San Antonio       , 8 002,58.1,56.9,2.1,41.9,1.1,2.3,26.3,71.4
Heredia,Belén,La Ribera         , 4 806,57.8,56.5,2.4,42.2,1.2,3.6,29.1,67.3
Heredia,Belén,La Asunción       , 4 661,59.8,58,3,40.2,1,3.8,21.2,75
Heredia,Flores,San Joaquín       , 5 717,60.1,58.4,2.9,39.9,1.1,1.7,22.5,75.8
Heredia,Flores,Barrantes         , 3 232,58.1,57.2,1.5,41.9,1.2,2.6,19.1,78.3
Heredia,Flores,Llorente          , 6 725,58.3,56.5,3.1,41.7,1.2,1.8,27.7,70.4
Heredia,San Pablo,San Pablo         , 15 318,58.4,56.8,2.7,41.6,1.2,1.5,18.1,80.3
Heredia,San Pablo,Rincón de Sabanilla, 6 605,58.8,56.9,3.1,41.2,1.1,0.7,16.7,82.6
Heredia,Sarapiquí,Puerto Viejo      , 13 420,53.4,51.4,3.8,46.6,1.8,52.5,7.2,40.3
Heredia,Sarapiquí,La Virgen         , 7 396,49.3,47.3,4.1,50.7,1.9,46.3,7.8,46
Heredia,Sarapiquí,Las Horquetas     , 17 185,48.6,47.2,2.8,51.4,1.9,42.6,12.7,44.7
Heredia,Sarapiquí,Llanuras del Gaspar,792,54.3,53.5,1.4,45.7,1.7,81.1,6.6,12.3
Heredia,Sarapiquí,Cureña            ,654,49.2,47.6,3.4,50.8,2,68.2,19.9,11.9
Guanacaste,Liberia,Liberia           , 38 674,52.8,50.1,5.1,47.2,1.6,6.4,13,80.6
Guanacaste,Liberia,Cañas Dulces      , 2 392,48.6,46.8,3.6,51.4,1.8,23.1,11.5,65.4
Guanacaste,Liberia,Mayorga           , 1 123,38.4,36.4,5.1,61.6,2.7,38.6,10.8,50.6
Guanacaste,Liberia,Nacascolo         , 1 571,50,48.1,3.9,50,1.9,17.2,13.2,69.5
Guanacaste,Liberia,Curubandé         , 1 820,51.7,50.6,2.1,48.3,1.7,15,11.3,73.7
Guanacaste,Nicoya,Nicoya            , 18 916,46.5,44.7,4,53.5,1.8,9.5,14.3,76.3
Guanacaste,Nicoya,Mansión           , 4 346,40.6,39.5,2.7,59.4,2.2,22.4,13,64.7
Guanacaste,Nicoya,San Antonio       , 5 286,33.5,32.2,3.8,66.5,2.8,36.7,11.3,51.9
Guanacaste,Nicoya,Quebrada Honda    , 1 978,36.4,34.8,4.3,63.6,2.5,37.6,12.8,49.6
Guanacaste,Nicoya,Sámara            , 2 612,49.8,48.5,2.6,50.2,1.7,19.7,13.2,67.1
Guanacaste,Nicoya,Nosara            , 3 516,54.4,52.8,3,45.6,1.6,14,19.9,66.2
Guanacaste,Nicoya,Belén de Nosarita , 1 971,31.2,30.2,3.1,68.8,3.4,35.2,13.1,51.7
Guanacaste,Santa Cruz,Santa Cruz        , 16 287,48.1,46.3,3.7,51.9,1.7,9.8,11.3,79
Guanacaste,Santa Cruz,Bolsón            , 1 264,36.2,34.8,3.7,63.8,2.6,45.7,13.6,40.7
Guanacaste,Santa Cruz,Veintisiete de Abril, 5 297,40.9,38.5,6,59.1,2.3,20.8,13.5,65.7
Guanacaste,Santa Cruz,Tempate           , 4 207,49.1,46.9,4.5,50.9,1.7,10.6,11.9,77.5
Guanacaste,Santa Cruz,Cartagena         , 2 940,41.9,40.2,4.1,58.1,2.1,7.3,7.3,85.4
Guanacaste,Santa Cruz,Cuajiniquil       , 1 307,42.6,41.7,2.2,57.4,2.2,30.8,9,60.2
Guanacaste,Santa Cruz,Diriá            , 3 024,44.2,41.7,5.7,55.8,1.9,18,10.5,71.6
Guanacaste,Santa Cruz,Cabo Velas        , 2 570,54,50.9,5.8,46,1.4,8.1,9.8,82.1
Guanacaste,Santa Cruz,Tamarindo         , 4 764,57.7,55,4.7,42.3,1.3,5.8,9.4,84.9
Guanacaste,Bagaces,Bagaces           , 8 769,46.4,44.3,4.5,53.6,2,33.3,13.1,53.6
Guanacaste,Bagaces,La Fortuna        , 2 060,44.7,43.8,2,55.3,2,17.4,8.4,74.2
Guanacaste,Bagaces,Mogote            , 2 427,46.7,45.4,2.7,53.3,2,22.6,13,64.5
Guanacaste,Bagaces,Río Naranjo       ,781,40.5,38.8,4.1,59.5,2.2,40.3,14.2,45.5
Guanacaste,Carrillo,Filadelfia        , 5 963,41.7,38.5,7.6,58.3,2.2,20.2,18.2,61.6
Guanacaste,Carrillo,Palmira           , 3 911,48.7,46,5.5,51.3,1.8,14.8,21.7,63.5
Guanacaste,Carrillo,Sardinal          , 10 919,49.8,47.4,4.9,50.2,1.7,10.3,12.7,77
Guanacaste,Carrillo,Belén            , 6 406,44,41.5,5.5,56,2.1,14.5,14.6,70.9
Guanacaste,Cañas,Cañas            , 15 046,50.4,48.8,3.1,49.6,1.7,18.3,12.8,68.9
Guanacaste,Cañas,Palmira           ,711,43.3,42.3,2.3,56.7,2.2,66.1,6.6,27.2
Guanacaste,Cañas,San Miguel        , 1 252,50.1,48.2,3.8,49.9,1.6,50.7,9.1,40.1
Guanacaste,Cañas,Bebedero          , 1 526,48.3,46.3,4.2,51.7,1.8,55.5,19.3,25.2
Guanacaste,Cañas,Porozal           ,491,46.6,45.4,2.6,53.4,1.9,53.4,17,29.6
Guanacaste,Abangares,Las Juntas        , 7 046,47,44.9,4.5,53,1.9,22.9,15,62
Guanacaste,Abangares,Sierra            , 1 742,53.8,52.1,3.2,46.2,1.5,42.4,10.4,47.2
Guanacaste,Abangares,San Juan          , 1 192,44.8,42.6,4.9,55.2,2,46.3,11.6,42.1
Guanacaste,Abangares,Colorado          , 3 343,44.7,41.8,6.6,55.3,2.1,34.3,30.1,35.6
Guanacaste,Tilarán,Tilarán           , 6 454,50.5,49,2.9,49.5,1.7,8,13.7,78.3
Guanacaste,Tilarán,Quebrada Grande   , 2 027,50.5,49.4,2.2,49.5,1.6,36.9,16,47.2
Guanacaste,Tilarán,Tronadora         , 1 359,45.2,44.4,1.8,54.8,1.9,25.5,16.1,58.4
Guanacaste,Tilarán,Santa Rosa        , 1 469,45.8,44,4,54.2,1.9,21.5,15.5,63
Guanacaste,Tilarán,Líbano            ,673,44.1,43.1,2.4,55.9,1.9,57.6,7.2,35.2
Guanacaste,Tilarán,Tierras Morenas   , 1 021,43.1,41.5,3.6,56.9,2.1,36.6,16,47.4
Guanacaste,Tilarán,Arenal            , 1 702,49.4,47.9,2.9,50.6,1.7,19.6,16.1,64.3
Guanacaste,Nandayure,Carmona           , 1 909,47,45.8,2.5,53,1.8,11.2,9.8,79
Guanacaste,Nandayure,Santa Rita        , 1 083,34.7,31.8,8.5,65.3,2.8,32.6,7.8,59.6
Guanacaste,Nandayure,Zapotal           ,926,42,40.3,4.1,58,2.1,50.9,10.2,38.9
Guanacaste,Nandayure,San Pablo         , 1 618,37.7,35.1,6.9,62.3,2.6,45.4,9,45.6
Guanacaste,Nandayure,Porvenir          ,592,43.1,41.9,2.7,56.9,1.9,51.6,11.3,37.1
Guanacaste,Nandayure,Bejuco            , 2 256,44.7,43,3.8,55.3,2,36.4,17,46.7
Guanacaste,La Cruz,La Cruz           , 6 431,47.4,45.5,4.1,52.6,2,17.7,8.9,73.4
Guanacaste,La Cruz,Santa Cecilia     , 4 134,44.3,42.9,3.2,55.7,2.4,60.1,11.4,28.5
Guanacaste,La Cruz,La Garita         , 1 116,40.2,38.9,3.3,59.8,2.8,61.8,8.1,30.2
Guanacaste,La Cruz,Santa Elena       , 1 425,43.2,42,2.8,56.8,2.3,46.8,8.4,44.8
Guanacaste,Hojancha,Hojancha          , 3 259,45,44.2,1.7,55,1.9,25.4,11.9,62.7
Guanacaste,Hojancha,Monte Romo,513,43.1,40.7,5.4,56.9,2,71.3,5.3,23.4
Guanacaste,Hojancha,Puerto Carrillo   , 1 201,42,40.8,3,58,2.1,25.1,15.9,59
Guanacaste,Hojancha,Huacas            ,548,40.7,40.5,0.4,59.3,2.2,63.1,13.1,23.9
Puntarenas,Puntarenas        ,Puntarenas        , 6 801,53.3,51.4,3.4,46.7,1.3,10,8.8,81.2
Puntarenas,Puntarenas        ,Pitahaya          , 1 515,46.9,45.6,2.8,53.1,2.1,63,12.6,24.5
Puntarenas,Puntarenas        ,Chomes            , 3 940,43.4,41.5,4.3,56.6,2.2,48.3,12.5,39.2
Puntarenas,Puntarenas        ,Lepanto           , 7 170,41.1,39.6,3.8,58.9,2.2,38.9,8.5,52.6
Puntarenas,Puntarenas        ,Paquera           , 4 875,43.9,42.7,2.8,56.1,2.1,27.2,9,63.8
Puntarenas,Puntarenas        ,Manzanillo        , 1 965,43.9,42.8,2.4,56.1,2.3,63.9,5.3,30.8
Puntarenas,Puntarenas        ,Guacimal          ,698,48.3,47.7,1.2,51.7,1.7,48.9,17.4,33.6
Puntarenas,Puntarenas        ,Barranca          , 21 866,47.4,45.3,4.6,52.6,2,7.1,22.5,70.4
Puntarenas,Puntarenas        ,Monte Verde       , 3 042,59.9,58.1,2.9,40.1,1.3,7.4,11.9,80.7
Puntarenas,Puntarenas        ,Cóbano            , 5 442,56.4,54.8,2.8,43.6,1.4,14.2,10.9,74.9
Puntarenas,Puntarenas        ,Chacarita         , 12 681,47.7,45.8,3.9,52.3,1.9,11.5,17.9,70.5
Puntarenas,Puntarenas        ,Chira        , 1 119,44.5,43.7,1.8,55.5,2.2,64.6,3.5,31.9
Puntarenas,Puntarenas        ,Acapulco          ,993,46.6,45.7,1.9,53.4,1.8,36.3,22.2,41.4
Puntarenas,Puntarenas        ,El Roble          , 11 589,49.7,47.7,4.1,50.3,1.7,5.4,21,73.6
Puntarenas,Puntarenas        ,Arancibia         ,514,38.9,38.7,0.5,61.1,2.3,83.9,2.5,13.6
Puntarenas,Esparza,Espíritu Santo    , 11 873,49.3,47.3,4,50.7,1.7,3.3,23.9,72.8
Puntarenas,Esparza,San Juan Grande   , 4 433,48.1,46.2,4,51.9,1.9,10.2,27.1,62.7
Puntarenas,Esparza,Macacona          , 3 497,52,50.8,2.4,48,1.6,5.6,21.8,72.6
Puntarenas,Esparza,San Rafael        , 1 020,49.6,48.4,2.4,50.4,1.6,23.7,16.4,59.9
Puntarenas,Esparza,San Jerónimo      ,590,48.3,47.8,1.1,51.7,1.6,47.5,18.1,34.4
Puntarenas,Buenos Aires,Buenos Aires      , 14 300,48.1,46.6,3.1,51.9,2.1,39.5,9.1,51.4
Puntarenas,Buenos Aires,Volcán            , 2 706,43.3,41.4,4.4,56.7,2.3,66.9,10,23.1
Puntarenas,Buenos Aires,Potrero Grande    , 3 882,39.3,37.1,5.8,60.7,2.9,61.6,7.4,31.1
Puntarenas,Buenos Aires,Boruca            , 2 118,41,39.8,3.1,59,2.5,51.7,17,31.4
Puntarenas,Buenos Aires,Pilas            , 1 124,43.9,43.8,0.2,56.1,2.4,86.4,2.2,11.4
Puntarenas,Buenos Aires,Colinas      ,983,52.9,52.8,0.2,47.1,1.6,84.2,1.2,14.6
Puntarenas,Buenos Aires,Chánguena         , 1 695,44.2,43.4,1.9,55.8,2.5,85.7,2.3,12
Puntarenas,Buenos Aires,Biolley           , 1 691,44.4,43.8,1.2,55.6,2.3,72.9,6.3,20.8
Puntarenas,Buenos Aires,Brunka            , 2 159,42.1,39.3,6.6,57.9,2.5,64.4,8.1,27.4
Puntarenas,Montes de Oro,Miramar           , 6 433,48.9,47.9,2,51.1,1.6,7.8,20.5,71.7
Puntarenas,Montes de Oro,La Unión          ,968,41.8,41.2,1.5,58.2,2.1,53.6,9.3,37.1
Puntarenas,Montes de Oro,San Isidro        , 2 494,46.7,44.3,5,53.3,1.9,15.1,21.4,63.5
Puntarenas,Osa,Puerto Cortés     , 5 834,47.5,46.2,2.8,52.5,1.9,15,16.4,68.6
Puntarenas,Osa,Palmar            , 7 146,48.8,47.1,3.4,51.2,1.8,28.5,12.9,58.6
Puntarenas,Osa,Sierpe            , 3 069,47.3,46.1,2.4,52.7,1.9,43.1,7.1,49.7
Puntarenas,Osa,Bahía Ballena     , 2 379,58.7,57.3,2.4,41.3,1.4,13.7,17.5,68.9
Puntarenas,Osa,Piedras Blancas   , 3 030,43.4,41.8,3.5,56.6,2.1,53.2,8.8,38.1
Puntarenas,Aguirre,Quepos            , 14 677,56.4,54,4.3,43.6,1.4,14.6,12.9,72.5
Puntarenas,Aguirre,Savegre           , 2 440,50.2,49.1,2.2,49.8,1.7,32.4,15.9,51.7
Puntarenas,Aguirre,Naranjito         , 2 687,51.4,49.2,4.3,48.6,1.7,18.4,13.2,68.5
Puntarenas,Golfito,Golfito           , 8 303,51.8,49.3,4.8,48.2,1.6,12.4,9.1,78.5
Puntarenas,Golfito,Puerto Jiménez    , 6 258,49.3,47.3,4.1,50.7,1.8,26.7,12,61.3
Puntarenas,Golfito,Guaycará          , 9 305,47.3,45.9,3,52.7,1.9,23.2,17.1,59.8
Puntarenas,Golfito,Pavón , 4 179,42.8,41.9,2.2,57.2,2.4,53.8,11.3,34.9
Puntarenas,Coto Brus,San Vito          , 10 550,45.7,44.6,2.3,54.3,2.1,30.3,9.9,59.7
Puntarenas,Coto Brus,Sabalito          , 7 534,45.8,45,1.6,54.2,2.2,52.7,7.8,39.6
Puntarenas,Coto Brus,Aguabuena         , 4 491,45.7,44,3.7,54.3,2.1,34.5,7.9,57.5
Puntarenas,Coto Brus,Limoncito         , 2 288,34.9,34.3,1.8,65.1,3.5,48.1,9.4,42.5
Puntarenas,Coto Brus,Pittier           , 1 885,44.6,43.9,1.7,55.4,2.3,78.1,7.3,14.6
Puntarenas,Parrita,Parrita           , 11 857,50.4,48.8,3.3,49.6,1.7,24.8,19,56.2
Puntarenas,Corredores,Corredor          , 12 377,52,50.7,2.5,48,1.7,23.1,15.8,61.1
Puntarenas,Corredores,La Cuesta         , 2 795,52.8,51.8,1.8,47.2,1.6,25.9,13.4,60.7
Puntarenas,Corredores,Canoas            , 7 973,49.1,48,2.3,50.9,1.9,18.2,13.1,68.7
Puntarenas,Corredores,Laurel            , 6 441,45.8,45.1,1.6,54.2,2.1,54.5,16,29.6
Puntarenas,Garabito,Jacó             , 8 280,62.5,60,4,37.5,1.3,4.5,14.7,80.8
Puntarenas,Garabito,Tárcoles          , 3 964,55.5,54,2.8,44.5,1.5,13.4,14.3,72.3
Limón,Limón,Limón, 43 765,50.8,48.1,5.3,49.2,1.7,3.9,14.3,81.8
Limón,Limón,Valle La Estrella , 11 338,42.9,41.3,3.8,57.1,2.7,68.2,5.8,26
Limón,Limón,Río Blanco        , 5 616,46.1,43.4,5.9,53.9,2.2,15.4,19.8,64.9
Limón,Limón,Matama            , 4 836,48.2,46,4.6,51.8,2.1,38.6,12.8,48.7
Limón,Pococí,Guápiles          , 26 647,54.8,53.1,3.1,45.2,1.5,11.7,16.1,72.2
Limón,Pococí,Jiménez           , 7 393,53.5,51.1,4.5,46.5,1.7,20.4,25.5,54.1
Limón,Pococí,Rita             , 17 063,47.7,45.1,5.5,52.3,2,58.1,9.8,32
Limón,Pococí,Roxana            , 11 761,51.1,48.7,4.6,48.9,1.8,64.2,8.6,27.2
Limón,Pococí,Cariari           , 24 123,48.5,45.8,5.7,51.5,1.9,43.5,10.2,46.2
Limón,Pococí,Colorado          , 2 743,54.7,53.6,2.1,45.3,1.7,41.6,6.3,52.1
Limón,Siquirres,Siquirres         , 22 430,51.2,49.3,3.8,48.8,1.8,40.2,8.8,51
Limón,Siquirres,Pacuarito         , 6 077,51.3,49.6,3.4,48.7,1.8,75.7,3.2,21.2
Limón,Siquirres,Florida           , 1 617,48.9,47.1,3.5,51.1,1.8,40.3,21,38.7
Limón,Siquirres,Germania          , 1 832,49.2,48.1,2.3,50.8,1.7,43.5,19.3,37.2
Limón,Siquirres,El Cairo          , 4 247,48.1,46.2,4,51.9,2,43.5,16.2,40.4
Limón,Siquirres,Alegría        , 3 971,50,48.3,3.3,50,1.9,27.1,16.9,56
Limón,Talamanca,Bratsi            , 4 756,47.6,46.7,1.9,52.4,2.2,45,6.8,48.2
Limón,Talamanca,Sixaola           , 5 558,51.2,49.8,2.6,48.8,2.1,66.1,3.9,30
Limón,Talamanca,Cahuita           , 5 686,52.3,49.9,4.7,47.7,1.8,17.1,12.2,70.8
Limón,Talamanca,Telire, 3 899,49.8,48.9,2,50.2,2.2,75.9,3.3,20.9
Limón,Matina,Matina            , 6 180,51.8,49,5.3,48.2,1.9,68.6,6.3,25
Limón,Matina,Batán            , 11 339,50.7,48.2,4.9,49.3,1.9,53.6,6.9,39.4
Limón,Matina,Carrandi          , 8 221,53.7,52,3,46.3,1.7,75.2,3.9,21
Limón,Guácimo,Guácimo           , 12 919,52.1,50.1,3.9,47.9,1.7,31.8,16.1,52.1
Limón,Guácimo,Mercedes          , 1 337,41.2,39.4,4.4,58.8,2.1,29.2,11,59.8
Limón,Guácimo,Pocora            , 4 631,49.9,47.6,4.6,50.1,1.8,42,12.7,45.2
Limón,Guácimo,Río Jiménez       , 6 077,48.6,46.8,3.8,51.4,2,71.5,5.5,23
Limón,Guácimo,Duacarí           , 4 095,50.9,48.6,4.5,49.1,1.9,79.5,5.7,14.8
